Rank,price,propertyAddress,typeOfProperty,noOfBeds,foundFloorPlanImage,mapLocation,area,priceRank,areaRank,roomRank,Rank Sum,NW,£/m2
513,575000,"Avenue Road, North Finchley, London",Terraced,2,https://media.rightmove.co.uk/dir/2k/1921/82739082/1921_NFY106267_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/82739082#/map?channel=RES_BUY,705,222.5,434,418,1074.5,FALSE,815.6028369
514,679950,"Leigh Hunt Drive, N14",Terraced,3,https://media.rightmove.co.uk/dir/40k/39776/127517354/39776_des_568014856_FLP_00_0001.png,https://www.rightmove.co.uk/properties/127517354#/map?channel=RES_BUY,0,475,524.5,82,1081.5,FALSE,
515,675000,"Sandwick Close, Mill Hill, London, NW7",Terraced,2,https://media.rightmove.co.uk/dir/8k/7313/127524818/7313_MIH220150_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127524818#/map?channel=RES_BUY,1042,458,207,418,1083,TRUE,647.7927063
516,675000,"Sandwick Close, Mill Hill",House,2,https://media.rightmove.co.uk/dir/11k/10982/127505684/10982_RJE1212255_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127505684#/map?channel=RES_BUY,1042,458,207,418,1083,FALSE,
517,680000,"Goldsmith Road, London",Terraced,3,https://media.rightmove.co.uk/dir/8k/7034/124710821/7034_1461_AUSC_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/124710821#/map?channel=RES_BUY,0,478.5,524.5,82,1085,FALSE,
518,550000,"Myddleton Road, Bowes Park, N22",End of Terrace,2,https://media.rightmove.co.uk/dir/14k/13040/120972281/13040_31346012_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/120972281#/map?channel=RES_BUY,391,180,487.5,418,1085.5,FALSE,
519,575000,"Barrenger Road, Muswell Hill, London, N10",Terraced,2,https://media.rightmove.co.uk/dir/14k/13102/120965951/13102_MUL200194_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/120965951#/map?channel=RES_BUY,642,222.5,456,418,1096.5,FALSE,895.6386293
520,535000,"Eversley Park Road, London",Terraced,2,https://media.rightmove.co.uk/dir/12k/11485/85793352/11485_0203_HRT020309728_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/85793352#/map?channel=RES_BUY,0,155.5,524.5,418,1098,FALSE,
521,695000,"Southfields, London, NW4",Semi-Detached,3,https://media.rightmove.co.uk/dir/244k/243608/85809507/243608_HSS242324_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/85809507#/map?channel=RES_BUY,0,492,524.5,82,1098.5,TRUE,#DIV/0!
522,625000,"Thirlmere Road, Muswell Hill N10",Apartment,2,https://media.rightmove.co.uk/dir/45k/44858/128223854/44858_101975010501_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/128223854#/map?channel=RES_BUY,851,321,360,418,1099,FALSE,
523,575000,"Fernhead Road, Queens Park W9",Apartment,2,https://media.rightmove.co.uk/dir/54k/53010/85494966/53010_101541005342_FLP_00_0000.png,https://www.rightmove.co.uk/properties/85494966#/map?channel=RES_BUY,588,222.5,470.5,418,1111,FALSE,977.8911565
524,585000,"Mapeshill Place, London",Terraced,2,https://media.rightmove.co.uk/dir/51k/50334/124171634/50334_OPVH000115_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/124171634#/map?channel=RES_BUY,667,249,445,418,1112,FALSE,
525,600000,"Darwin Road, London, N22",End of Terrace,2,https://media.rightmove.co.uk/dir/37k/36308/128600861/36308_HAR220670_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/128600861#/map?channel=RES_BUY,735,283.5,418,418,1119.5,FALSE,
526,695000,"Purves Road, Kensal Rise",Flat,2,https://media.rightmove.co.uk/dir/92k/91292/126967682/91292_31565694_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/126967682#/map?channel=RES_BUY,1040,492,211.5,418,1121.5,FALSE,668.2692308
527,590000,"Gay Close, London, NW2",Semi-Detached,2,https://media.rightmove.co.uk/dir/205k/204995/119974340/204995_CSV202188_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/119974340#/map?channel=RES_BUY,652,256,449.5,418,1123.5,TRUE,904.9079755
528,600000,"Langham Road, Turnpike Lane, London",Terraced,2,https://media.rightmove.co.uk/dir/15k/14497/127469792/14497_102728005944_FLP_02_0000.jpeg,https://www.rightmove.co.uk/properties/127469792#/map?channel=RES_BUY,711,283.5,429.5,418,1131,FALSE,
529,700000,"Ferncroft Avenue, London, N12",Semi-Detached,3,https://media.rightmove.co.uk/dir/231k/230450/128489459/230450_ferncro_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/128489459#/map?channel=RES_BUY,0,531.5,524.5,82,1138,FALSE,#DIV/0!
530,700000,"Linden Way, London",Semi-Detached,3,https://media.rightmove.co.uk/dir/12k/11485/126671735/11485_0203_HRT020309758_FLP_00_0001.jpeg,https://www.rightmove.co.uk/properties/126671735#/map?channel=RES_BUY,0,531.5,524.5,82,1138,FALSE,#DIV/0!
531,700000,"Lynmouth Avenue, Enfield",End of Terrace,3,https://media.rightmove.co.uk/dir/7k/6487/128484518/6487_31902997_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/128484518#/map?channel=RES_BUY,0,531.5,524.5,82,1138,FALSE,#DIV/0!
532,560000,"Brunswick Avenue, London, N11",Semi-Detached,2,https://media.rightmove.co.uk/dir/38k/37065/128308340/37065_ARG220056_FLP_00_0001.jpeg,https://www.rightmove.co.uk/properties/128308340#/map?channel=RES_BUY,0,197.5,524.5,418,1140,FALSE,#DIV/0!
533,590000,"Rosebery Mews, Rosebery Road, London, N10",Terraced,2,https://media.rightmove.co.uk/dir/84k/83719/126253979/83719_HKM220036_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/126253979#/map?channel=RES_BUY,591,256,469,418,1143,FALSE,
534,600000,"Fonthill Road, Finsbury Park",Terraced,2,https://media.rightmove.co.uk/dir/19k/18933/125640770/18933_31692201_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/125640770#/map?channel=RES_BUY,681,283.5,442,418,1143.5,FALSE,
535,600000,"Cheriton Close, Barnet",Semi-Detached,2,https://media.rightmove.co.uk/dir/154k/153011/126658796/153011_102099001224_FLP_00_0000.png,https://www.rightmove.co.uk/properties/126658796#/map?channel=RES_BUY,676,283.5,444,418,1145.5,FALSE,
536,640000,"Oxford Road, North Maida Vale, NW6 5SL",Flat,2,https://media.rightmove.co.uk/dir/56k/55500/127344407/55500_10219939_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127344407#/map?channel=RES_BUY,813,356.5,378,418,1152.5,TRUE,787.2078721
537,630000,"Nelson Road, South Tottenham",Terraced,2,https://media.rightmove.co.uk/dir/25k/24404/127204352/24404_11693451_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127204352#/map?channel=RES_BUY,765,337.5,403,418,1158.5,FALSE,823.5294118
538,625000,"Burville House, London, N4",Flat,2,https://media.rightmove.co.uk/dir/127k/126928/127827095/126928_1751_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127827095#/map?channel=RES_BUY,724,321,422.5,418,1161.5,FALSE,
539,575000,"Hill Top, London",Barn Conversion,2,https://media.rightmove.co.uk/dir/234k/233699/127966094/233699_101380005159_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127966094#/map?channel=RES_BUY,0,222.5,524.5,418,1165,FALSE,
540,600000,"Wades Hill, London",House,2,https://media.rightmove.co.uk/dir/30k/29709/128639072/29709_31625161_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/128639072#/map?channel=RES_BUY,613,283.5,465,418,1166.5,FALSE,
541,695000,"Purves Road, London, NW10",Apartment,2,https://media.rightmove.co.uk/dir/141k/140183/126361622/140183_CAM220329_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/126361622#/map?channel=RES_BUY,966,492,274.5,418,1184.5,TRUE,719.4616977
542,600000,"Burroughs Gardens, Hendon, London, NW4",House,2,https://media.rightmove.co.uk/dir/88k/87812/127816562/87812_1217007_FLP_00_0000.png,https://www.rightmove.co.uk/properties/127816562#/map?channel=RES_BUY,425,283.5,485,418,1186.5,TRUE,1411.764706
543,650000,"Crondall Street, Shoreditch, N1",Apartment,2,https://media.rightmove.co.uk/dir/48k/47640/127342151/47640_31811749_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127342151#/map?channel=RES_BUY,830,401,370.5,418,1189.5,FALSE,
544,650000,"Totteridge Village, Totteridge",Terraced,2,https://media.rightmove.co.uk/dir/88k/87140/118848779/87140_31217395_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/118848779#/map?channel=RES_BUY,790,401,389,418,1208,FALSE,
545,695000,"Purves Road, NW10",House,2,https://media.rightmove.co.uk/dir/239k/238043/126309236/238043_31741173_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/126309236#/map?channel=RES_BUY,887,492,334,418,1244,TRUE,783.5400225
546,675000,"Crondall Street, London, N1",Apartment,2,https://media.rightmove.co.uk/dir/48k/47640/127342133/47640_31811750_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127342133#/map?channel=RES_BUY,830,458,370.5,418,1246.5,FALSE,
547,650000,"Chatsworth Road, London, NW2",Apartment,2,https://media.rightmove.co.uk/dir/251k/250814/126365612/250814_RX176559_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/126365612#/map?channel=RES_BUY,693,401,437.5,418,1256.5,TRUE,937.950938
548,675000,"Torbay Road, Queen's Park, London, NW6",Maisonette,2,https://media.rightmove.co.uk/dir/138k/137372/126616751/137372_1213694_FLP_00_0000.png,https://www.rightmove.co.uk/properties/126616751#/map?channel=RES_BUY,801,458,384,418,1260,TRUE,842.6966292
549,700000,"Hewitt Avenue, London, N22",Terraced,2,https://media.rightmove.co.uk/dir/182k/181745/127795718/181745_RX200654_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/127795718#/map?channel=RES_BUY,927,531.5,311,418,1260.5,FALSE,755.1240561
550,650000,"Spezia Road, London NW10",Detached,2,https://media.rightmove.co.uk/dir/66k/65243/124137335/65243_TMH79274_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/124137335#/map?channel=RES_BUY,652,401,449.5,418,1268.5,TRUE,996.9325153
551,675000,"Leopold Road, London, N2",Terraced,2,https://media.rightmove.co.uk/dir/14k/13096/120980912/13096_EAF220033_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/120980912#/map?channel=RES_BUY,732,458,420.5,418,1296.5,FALSE,
552,675000,"Mildmay Grove South, Islington",Flat,2,https://media.rightmove.co.uk/dir/119k/118693/126073328/118693_31715860_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/126073328#/map?channel=RES_BUY,722,458,424.5,418,1300.5,FALSE,
553,699999,"Kilburn Lane, Kensal Rise",House,2,https://media.rightmove.co.uk/dir/51k/50343/114284114/50343_30995604_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/114284114#/map?channel=RES_BUY,806,505,381.5,418,1304.5,FALSE,868.4851117
554,700000,"Vicars Moor Lane, Winchmore Hill, N21",Terraced,2,https://media.rightmove.co.uk/dir/79k/78755/128280455/78755_25493641_FLP_00_0001.jpeg,https://www.rightmove.co.uk/properties/128280455#/map?channel=RES_BUY,776,531.5,396.5,418,1346,FALSE,
555,679950,"Colenso Drive, Mill Hill",End of Terrace,2,https://media.rightmove.co.uk/dir/11k/10982/126065408/10982_RJE1002190_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/126065408#/map?channel=RES_BUY,426,475,484,418,1377,FALSE,1596.126761
556,700000,"Brackenbury Road, East Finchley, N2",House,2,https://media.rightmove.co.uk/dir/86k/85772/125533136/85772_31685240_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/125533136#/map?channel=RES_BUY,710,531.5,431,418,1380.5,FALSE,985.915493
557,700000,"Nightingale Lane, Crouch End, N8",End of Terrace,2,https://media.rightmove.co.uk/dir/45k/44861/120265553/44861_101975009840_FLP_00_0000.jpeg,https://www.rightmove.co.uk/properties/120265553#/map?channel=RES_BUY,0,531.5,524.5,418,1474,FALSE,#DIV/0!
